ts,x,y,yaw,t
1772875683.1240816,2.016,0.901,-0.11,47.60013771057129
1772875683.2241561,2.007,0.885,-0.15,47.700212240219116
1772875683.3242612,1.996,0.869,-0.193,47.80031728744507
1772875683.4247751,1.988,0.854,-0.236,47.90083122253418
1772875683.5240583,1.977,0.842,-0.275,48.00011444091797
1772875683.6241813,1.968,0.826,-0.323,48.10023736953735
1772875683.7241895,1.955,0.807,-0.368,48.20024561882019
1772875683.8252044,1.936,0.795,-0.397,48.301260471343994
1772875683.9242616,1.922,0.784,-0.428,48.400317668914795
1772875684.0242548,1.912,0.773,-0.476,48.50031089782715
1772875684.124194,1.904,0.767,-0.507,48.600250005722046
1772875684.2240372,1.893,0.758,-0.551,48.700093269348145
1772875684.3239179,1.88,0.75,-0.59,48.79997396469116
1772875684.4238234,1.869,0.741,-0.626,48.899879455566406
1772875684.5238397,1.869,0.739,-0.657,48.99989581108093
1772875684.6238377,1.869,0.74,-0.656,49.09989380836487
1772875684.7238712,1.869,0.74,-0.654,49.19992733001709
1772875686.423997,1.869,0.74,-0.654,50.90005302429199
1772875693.2239742,1.869,0.74,-0.654,57.70003032684326
1772876852.5611055,1.416,1.142,-0.069,1217.0371615886688
1772876852.6624482,1.42,1.153,-0.065,1217.138504266739
1772876852.7614229,1.428,1.16,-0.068,1217.2374789714813
1772876852.8619769,1.433,1.164,-0.066,1217.3380329608917
1772876852.9611747,1.437,1.168,-0.068,1217.4372308254242
1772876853.062191,1.443,1.173,-0.069,1217.5382471084595
1772876853.1612315,1.444,1.178,-0.067,1217.6372876167297
1772876853.2612677,1.449,1.184,-0.069,1217.7373237609863
1772876853.361276,1.454,1.189,-0.07,1217.8373320102692
1772876853.461492,1.459,1.193,-0.071,1217.937548160553
1772876853.561172,1.462,1.198,-0.068,1218.0372281074524
1772876853.661222,1.469,1.205,-0.068,1218.1372780799866
1772876853.7617838,1.473,1.209,-0.067,1218.23783993721
1772876853.8613355,1.482,1.217,-0.068,1218.337391614914
1772876853.9610407,1.487,1.222,-0.067,1218.4370968341827
1772876854.0614212,1.49,1.227,-0.066,1218.5374772548676
1772876854.1612906,1.495,1.233,-0.068,1218.6373467445374
1772876854.2613397,1.503,1.239,-0.069,1218.7373957633972
1772876854.3617435,1.507,1.244,-0.067,1218.8377995491028
1772876854.4618618,1.512,1.25,-0.071,1218.9379179477692
1772876854.5614674,1.518,1.255,-0.072,1219.037523508072
1772876854.6612926,1.521,1.259,-0.071,1219.137348651886
1772876854.7616436,1.525,1.262,-0.069,1219.2376997470856
1772876854.8613625,1.53,1.268,-0.067,1219.3374185562134
1772876854.9612122,1.535,1.273,-0.067,1219.437268257141
1772876855.0614123,1.539,1.276,-0.067,1219.5374684333801
1772876855.1614969,1.543,1.279,-0.067,1219.6375529766083
1772876855.2612188,1.544,1.28,-0.067,1219.7372748851776
1772876855.3613315,1.55,1.285,-0.066,1219.837387561798
1772876855.4615831,1.555,1.288,-0.069,1219.9376392364502
1772876855.561398,1.555,1.288,-0.075,1220.0374541282654
1772876855.6612864,1.559,1.293,-0.074,1220.137342453003
1772876855.7616718,1.562,1.295,-0.071,1220.237727880478
1772876855.8612578,1.563,1.299,-0.068,1220.3373138904572
1772876855.9612803,1.57,1.305,-0.067,1220.4373364448547
1772876856.0613458,1.573,1.308,-0.068,1220.5374019145966
1772876856.1613567,1.578,1.313,-0.069,1220.6374127864838
1772876856.2611823,1.58,1.314,-0.066,1220.737238407135
1772876856.3612964,1.58,1.318,-0.067,1220.837352514267
1772876856.461346,1.584,1.322,-0.071,1220.937402009964
1772876856.5612524,1.586,1.324,-0.07,1221.0373084545135
1772876856.6618545,1.586,1.324,-0.068,1221.137910604477
1772876856.7621028,1.59,1.329,-0.07,1221.238158941269
1772876856.861285,1.593,1.332,-0.071,1221.3373410701752
1772876856.9617016,1.593,1.332,-0.066,1221.437757730484
1772876857.0610075,1.598,1.337,-0.066,1221.5370635986328
1772876857.161309,1.602,1.34,-0.067,1221.637365102768
1772876857.2611003,1.602,1.34,-0.066,1221.7371563911438
1772876857.3613195,1.602,1.34,-0.068,1221.8373756408691
1772876857.4617612,1.605,1.342,-0.066,1221.9378173351288
1772876857.5611997,1.607,1.347,-0.067,1222.0372557640076
1772876857.6613336,1.61,1.35,-0.07,1222.1373896598816
1772876857.7611568,1.614,1.353,-0.072,1222.237212896347
1772876857.8612125,1.616,1.356,-0.067,1222.3372685909271
1772876857.962317,1.618,1.358,-0.066,1222.4383730888367
1772876858.0617483,1.619,1.363,-0.074,1222.537804365158
1772876858.1613383,1.619,1.363,-0.071,1222.6373944282532
1772876858.2612495,1.621,1.365,-0.063,1222.7373056411743
1772876858.3611453,1.627,1.37,-0.067,1222.8372013568878
1772876858.461196,1.63,1.372,-0.067,1222.9372520446777
1772876858.5612085,1.631,1.373,-0.064,1223.037264585495
1772876858.6610296,1.634,1.376,-0.068,1223.1370856761932
1772876858.7621405,1.638,1.38,-0.075,1223.2381966114044
1772876858.861258,1.636,1.383,-0.073,1223.3373141288757
1772876858.9610577,1.639,1.386,-0.064,1223.4371137619019
1772876859.0611007,1.642,1.389,-0.068,1223.5371568202972
1772876859.1626182,1.643,1.392,-0.073,1223.6386742591858
1772876859.2616537,1.645,1.393,-0.068,1223.737709760666
1772876859.3612967,1.646,1.394,-0.063,1223.8373527526855
1772876859.461212,1.646,1.394,-0.067,1223.9372680187225
1772876859.5611622,1.648,1.396,-0.067,1224.0372183322906
1772876859.6609523,1.655,1.404,-0.065,1224.1370084285736
1772876859.7610795,1.658,1.406,-0.065,1224.2371356487274
1772876859.8620665,1.663,1.411,-0.071,1224.3381226062775
1772876859.9617212,1.667,1.414,-0.071,1224.4377772808075
1772876860.061284,1.667,1.414,-0.065,1224.5373401641846
1772876860.1618097,1.669,1.416,-0.065,1224.637865781784
1772876860.2613003,1.672,1.419,-0.068,1224.7373564243317
1772876860.3612645,1.674,1.423,-0.068,1224.8373205661774
1772876860.4613006,1.675,1.426,-0.063,1224.937356710434
1772876860.5618713,1.678,1.429,-0.063,1225.037927389145
1772876860.6613886,1.681,1.431,-0.064,1225.1374447345734
1772876860.7611942,1.683,1.433,-0.065,1225.237250328064
1772876860.861163,1.681,1.436,-0.065,1225.3372189998627
1772876860.9612172,1.682,1.437,-0.066,1225.4372732639313
1772876861.0612664,1.682,1.437,-0.066,1225.5373225212097
1772876861.161172,1.685,1.439,-0.067,1225.637228012085
1772876861.2612288,1.688,1.44,-0.067,1225.737284898758
1772876861.361947,1.69,1.442,-0.064,1225.8380031585693
1772876861.461416,1.692,1.443,-0.065,1225.9374721050262
1772876861.561346,1.69,1.445,-0.068,1226.0374021530151
1772876861.6612866,1.693,1.448,-0.064,1226.1373426914215
1772876861.7611647,1.696,1.451,-0.062,1226.2372207641602
1772876861.8615506,1.7,1.454,-0.065,1226.3376066684723
1772876861.9616935,1.704,1.458,-0.066,1226.4377496242523
1772876862.0611324,1.705,1.459,-0.064,1226.5371885299683
1772876862.1612332,1.707,1.461,-0.064,1226.6372892856598
1772876862.2611308,1.711,1.465,-0.063,1226.737186908722
1772876862.361382,1.716,1.469,-0.067,1226.8374381065369
1772876862.461351,1.716,1.472,-0.069,1226.9374070167542
1772876862.5611944,1.716,1.472,-0.067,1227.0372505187988
1772876862.6618826,1.719,1.472,-0.062,1227.1379387378693
1772876862.761721,1.721,1.474,-0.061,1227.2377769947052
1772876862.861345,1.724,1.476,-0.064,1227.337401151657
1772876862.9613328,1.725,1.477,-0.067,1227.4373888969421
1772876863.0614054,1.725,1.48,-0.066,1227.5374615192413
1772876863.1614585,1.727,1.481,-0.064,1227.637514591217
1772876863.2612932,1.727,1.481,-0.063,1227.7373492717743
1772876863.3613198,1.727,1.481,-0.064,1227.8373758792877
1772876863.4618235,1.731,1.485,-0.066,1227.937879562378
1772876863.5612516,1.732,1.486,-0.066,1228.0373077392578
1772876863.6615782,1.735,1.494,-0.063,1228.1376342773438
1772876863.761139,1.739,1.498,-0.064,1228.2371950149536
1772876863.8614864,1.739,1.5,-0.063,1228.3375425338745
1772876863.9610677,1.742,1.502,-0.064,1228.4371237754822
1772876864.0613527,1.745,1.505,-0.063,1228.5374088287354
1772876864.1612191,1.746,1.506,-0.064,1228.6372752189636
1772876864.2616181,1.745,1.514,-0.061,1228.7376742362976
1772876864.361231,1.746,1.516,-0.061,1228.8372871875763
1772876864.462644,1.747,1.517,-0.062,1228.9387001991272
1772876864.561442,1.747,1.518,-0.064,1229.037497997284
1772876864.6616826,1.746,1.521,-0.062,1229.1377387046814
1772876864.7614572,1.748,1.523,-0.063,1229.2375133037567
1772876864.8610227,1.752,1.527,-0.062,1229.3370788097382
1772876864.9614272,1.753,1.528,-0.061,1229.4374833106995
1772876865.0618808,1.755,1.53,-0.063,1229.537936925888
1772876865.162205,1.754,1.532,-0.065,1229.6382610797882
1772876865.261655,1.755,1.534,-0.066,1229.7377111911774
1772876865.3611672,1.759,1.537,-0.064,1229.837223291397
1772876865.461234,1.762,1.54,-0.062,1229.9372901916504
1772876865.5617425,1.765,1.543,-0.063,1230.0377986431122
1772876865.6617765,1.767,1.545,-0.063,1230.1378326416016
1772876865.7613525,1.771,1.551,-0.062,1230.2374086380005
1772876865.8614018,1.772,1.552,-0.065,1230.337457895279
1772876865.9612284,1.776,1.556,-0.064,1230.4372844696045
1772876866.0618355,1.777,1.558,-0.062,1230.537891626358
1772876866.1612015,1.778,1.56,-0.064,1230.6372575759888
1772876866.2611878,1.778,1.56,-0.064,1230.7372438907623
1772876866.3620818,1.78,1.562,-0.065,1230.8381378650665
1772876866.4610841,1.778,1.567,-0.065,1230.9371402263641
1772876866.5626235,1.778,1.567,-0.065,1231.038679599762
1772876866.6617389,1.779,1.567,-0.062,1231.137794971466
1772876866.762372,1.781,1.569,-0.065,1231.2384281158447
1772876866.8609905,1.781,1.569,-0.064,1231.33704662323
1772876866.9610934,1.783,1.571,-0.064,1231.4371495246887
1772876867.0612507,1.785,1.572,-0.064,1231.5373067855835
1772876867.1612985,1.786,1.573,-0.065,1231.6373546123505
1772876867.2612462,1.786,1.574,-0.064,1231.7373023033142
1772876867.361219,1.787,1.575,-0.063,1231.8372750282288
1772876867.4616964,1.792,1.579,-0.064,1231.9377524852753
1772876867.5614443,1.796,1.583,-0.064,1232.0375003814697
1772876867.6624765,1.795,1.584,-0.064,1232.1385326385498
1772876867.7621799,1.796,1.584,-0.064,1232.23823595047
1772876867.8618617,1.797,1.586,-0.065,1232.337917804718
1772876867.9613948,1.8,1.588,-0.064,1232.4374508857727
1772876868.0616412,1.801,1.588,-0.063,1232.537697315216
1772876868.1611907,1.801,1.588,-0.063,1232.6372468471527
1772876868.2614279,1.802,1.59,-0.064,1232.7374839782715
1772876868.3612995,1.802,1.592,-0.062,1232.8373556137085
1772876868.4613125,1.805,1.595,-0.062,1232.937368631363
1772876868.561204,1.806,1.596,-0.065,1233.037260055542
1772876868.6613266,1.809,1.598,-0.066,1233.1373827457428
1772876868.7610376,1.81,1.599,-0.065,1233.2370936870575
1772876868.8612044,1.812,1.602,-0.064,1233.3372604846954
1772876868.9613008,1.815,1.604,-0.066,1233.4373569488525
1772876869.0623896,1.817,1.606,-0.064,1233.5384457111359
1772876869.1622732,1.817,1.606,-0.06,1233.6383292675018
1772876869.261138,1.813,1.61,-0.06,1233.7371940612793
1772876869.361156,1.813,1.611,-0.064,1233.8372120857239
1772876869.4616961,1.817,1.615,-0.063,1233.9377522468567
1772876869.5623374,1.82,1.617,-0.062,1234.038393497467
1772876869.6616724,1.822,1.619,-0.064,1234.1377284526825
1772876869.7622156,1.822,1.619,-0.065,1234.2382717132568
1772876869.8611543,1.824,1.62,-0.064,1234.3372104167938
1772876869.9613585,1.824,1.621,-0.065,1234.4374146461487
1772876870.0612667,1.825,1.622,-0.064,1234.5373227596283
1772876870.1614652,1.826,1.622,-0.064,1234.6375212669373
1772876870.2611778,1.825,1.621,-0.064,1234.737233877182
1772876870.3612587,1.824,1.622,-0.063,1234.8373148441315
1772876870.4616847,1.825,1.623,-0.063,1234.937740802765
1772876870.5616336,1.828,1.626,-0.064,1235.0376896858215
1772876870.6613712,1.83,1.627,-0.064,1235.137427330017
1772876870.7613804,1.832,1.629,-0.064,1235.2374365329742
1772876870.8618388,1.834,1.631,-0.066,1235.3378949165344
1772876870.9616098,1.836,1.632,-0.067,1235.437665939331
1772876871.0616775,1.834,1.635,-0.064,1235.53773355484
1772876871.1613066,1.834,1.636,-0.064,1235.6373627185822
1772876871.2616239,1.834,1.638,-0.064,1235.7376799583435
1772876871.3610198,1.836,1.64,-0.065,1235.8370759487152
1772876871.462187,1.837,1.641,-0.065,1235.938243150711
1772876871.561304,1.836,1.642,-0.064,1236.0373601913452
1772876871.6612113,1.836,1.642,-0.064,1236.1372673511505
1772876871.7614846,1.837,1.643,-0.066,1236.2375407218933
1772876871.8616982,1.838,1.644,-0.066,1236.3377542495728
1772876871.9614599,1.837,1.645,-0.064,1236.4375159740448
1772876872.0613577,1.841,1.648,-0.066,1236.5374138355255
1772876872.1616077,1.841,1.649,-0.066,1236.6376638412476
1772876872.2612457,1.843,1.65,-0.066,1236.737301826477
1772876872.3626676,1.844,1.651,-0.065,1236.8387236595154
1772876872.4616456,1.845,1.652,-0.064,1236.937701702118
1772876872.5614665,1.845,1.651,-0.066,1237.0375225543976
1772876872.6616921,1.845,1.652,-0.066,1237.1377482414246
1772876872.761751,1.846,1.653,-0.064,1237.2378070354462
1772876872.8613224,1.846,1.653,-0.066,1237.337378501892
1772876872.9612286,1.847,1.654,-0.064,1237.437284708023
1772876873.0620081,1.847,1.654,-0.063,1237.5380642414093
1772876873.1612976,1.848,1.654,-0.065,1237.6373536586761
1772876873.2616394,1.848,1.655,-0.065,1237.7376954555511
1772876873.3611374,1.849,1.655,-0.064,1237.8371934890747
1772876873.4620078,1.85,1.656,-0.067,1237.9380638599396
1772876873.5620213,1.853,1.659,-0.066,1238.0380773544312
1772876873.66147,1.855,1.661,-0.064,1238.1375260353088
1772876873.7611694,1.856,1.661,-0.065,1238.2372255325317
1772876873.861299,1.856,1.661,-0.067,1238.3373551368713
1772876873.9615877,1.856,1.662,-0.064,1238.4376437664032
1772876874.06129,1.856,1.662,-0.065,1238.537346124649
1772876874.1612053,1.856,1.662,-0.065,1238.637261390686
1772876874.2616153,1.858,1.663,-0.064,1238.7376713752747
1772876874.362019,1.86,1.665,-0.066,1238.8380751609802
1772876874.4613347,1.861,1.667,-0.064,1238.9373908042908
1772876874.5624006,1.861,1.667,-0.066,1239.0384566783905
1772876874.6611736,1.861,1.667,-0.069,1239.137229681015
1772876874.7614715,1.861,1.667,-0.067,1239.2375276088715
1772876874.8610587,1.862,1.667,-0.065,1239.3371148109436
1772876874.961221,1.862,1.667,-0.065,1239.4372770786285
1772876875.06217,1.865,1.669,-0.066,1239.5382261276245
1772876875.1613033,1.865,1.67,-0.067,1239.637359380722
1772876875.2620082,1.867,1.671,-0.067,1239.738064289093
1772876875.3612657,1.868,1.672,-0.064,1239.8373217582703
1772876875.4612827,1.868,1.672,-0.065,1239.9373388290405
1772876875.5617652,1.869,1.673,-0.065,1240.0378212928772
1772876875.6620772,1.87,1.674,-0.065,1240.1381332874298
1772876875.7611778,1.87,1.674,-0.066,1240.237233877182
1772876875.8617613,1.87,1.674,-0.066,1240.3378174304962
1772876875.961792,1.87,1.674,-0.066,1240.4378480911255
1772876876.061243,1.873,1.676,-0.064,1240.537299156189
1772876876.1611912,1.874,1.677,-0.065,1240.6372473239899
1772876876.261277,1.874,1.677,-0.067,1240.737333059311
1772876876.3613963,1.874,1.677,-0.066,1240.8374524116516
1772876876.4620268,1.874,1.677,-0.067,1240.938082933426
1772876876.5611804,1.874,1.677,-0.066,1241.0372364521027
1772876876.6614752,1.873,1.678,-0.064,1241.1375312805176
1772876876.7617154,1.876,1.68,-0.065,1241.2377715110779
1772876876.8619561,1.878,1.682,-0.065,1241.3380122184753
1772876876.9616096,1.878,1.682,-0.064,1241.4376657009125
1772876877.0614793,1.88,1.684,-0.066,1241.5375354290009
1772876877.1617687,1.88,1.684,-0.064,1241.6378247737885
1772876877.2611635,1.883,1.686,-0.063,1241.7372195720673
1772876877.3616714,1.883,1.686,-0.067,1241.837727546692
1772876877.4624135,1.885,1.688,-0.067,1241.9384696483612
1772876877.5612235,1.886,1.688,-0.066,1242.0372796058655
1772876877.6615973,1.886,1.688,-0.067,1242.13765335083
1772876877.7624743,1.885,1.689,-0.065,1242.2385303974152
1772876877.8619049,1.885,1.689,-0.062,1242.3379609584808
1772876877.9616773,1.886,1.69,-0.066,1242.437733411789
1772876878.0613286,1.886,1.69,-0.066,1242.5373847484589
1772876878.1610036,1.887,1.691,-0.065,1242.6370596885681
1772876878.2612503,1.889,1.692,-0.064,1242.73730635643
1772876878.3613436,1.891,1.694,-0.065,1242.8373997211456
1772876878.4612763,1.892,1.695,-0.066,1242.937332391739
1772876878.5616531,1.893,1.696,-0.067,1243.037709236145
1772876878.6614406,1.894,1.697,-0.066,1243.1374967098236
1772876878.7618823,1.894,1.697,-0.066,1243.2379384040833
1772876878.861377,1.896,1.698,-0.07,1243.3374330997467
1772876878.9616086,1.896,1.699,-0.065,1243.4376647472382
1772876879.0611691,1.896,1.699,-0.064,1243.5372252464294
1772876879.1611986,1.896,1.699,-0.064,1243.6372547149658
1772876879.2613387,1.896,1.699,-0.064,1243.737394809723
1772876879.3613374,1.896,1.699,-0.064,1243.8373935222626
1772876879.4618459,1.896,1.699,-0.064,1243.9379019737244
1772876879.5613015,1.896,1.699,-0.066,1244.0373575687408
1772876879.6612792,1.895,1.7,-0.07,1244.1373353004456
1772876879.7613025,1.895,1.7,-0.069,1244.2373585700989
1772876879.861267,1.896,1.701,-0.065,1244.3373231887817
1772876879.9621508,1.897,1.702,-0.068,1244.438206911087
1772876880.0613613,1.897,1.702,-0.066,1244.5374174118042
1772876880.1616583,1.897,1.702,-0.066,1244.6377143859863
1772876880.2612562,1.899,1.704,-0.07,1244.7373123168945
1772876880.3612487,1.899,1.704,-0.067,1244.8373048305511
1772876880.561552,1.901,1.705,-0.067,1245.0376081466675
1772876880.6612494,1.901,1.705,-0.066,1245.1373054981232
1772876880.7612464,1.902,1.706,-0.072,1245.2373025417328
1772876880.8617198,1.903,1.707,-0.071,1245.3377759456635
1772876880.962285,1.904,1.708,-0.069,1245.438341140747
1772876881.0612576,1.904,1.708,-0.07,1245.5373136997223
1772876881.161687,1.904,1.708,-0.068,1245.6377429962158
1772876881.2614052,1.904,1.708,-0.067,1245.7374613285065
1772876881.3620145,1.904,1.708,-0.07,1245.8380706310272
1772876881.4618187,1.904,1.708,-0.068,1245.9378747940063
1772876881.5621321,1.905,1.709,-0.067,1246.0381882190704
1772876881.6619506,1.906,1.709,-0.066,1246.1380066871643
1772876881.761297,1.906,1.709,-0.066,1246.2373530864716
1772876881.8613627,1.907,1.71,-0.07,1246.337418794632
1772876881.9616244,1.908,1.711,-0.07,1246.4376804828644
1772876882.0620008,1.908,1.711,-0.068,1246.5380568504333
1772876882.2613842,1.91,1.713,-0.069,1246.7374403476715
1772876882.3614504,1.911,1.714,-0.068,1246.837506532669
1772876882.4616883,1.911,1.714,-0.069,1246.9377443790436
1772876882.5620317,1.911,1.714,-0.07,1247.0380878448486
1772876882.6615927,1.912,1.714,-0.067,1247.137648820877
1772876882.761611,1.912,1.714,-0.068,1247.2376670837402
1772876882.8612084,1.913,1.715,-0.067,1247.3372645378113
1772876882.961226,1.913,1.715,-0.071,1247.4372820854187
1772876883.0614693,1.913,1.715,-0.07,1247.5375254154205
1772876883.1613917,1.912,1.716,-0.067,1247.637447834015
1772876883.2610486,1.912,1.716,-0.07,1247.7371046543121
1772876883.361943,1.912,1.716,-0.071,1247.8379991054535
1772876883.4611888,1.912,1.716,-0.069,1247.9372448921204
1772876883.561399,1.912,1.716,-0.068,1248.0374550819397
1772876883.662705,1.912,1.716,-0.07,1248.1387610435486
1772876883.7614684,1.912,1.716,-0.068,1248.23752450943
1772876883.861251,1.912,1.716,-0.069,1248.337307214737
1772876883.9623983,1.912,1.716,-0.067,1248.4384543895721
1772876884.061331,1.912,1.716,-0.068,1248.5373871326447
1772876884.1612136,1.914,1.717,-0.069,1248.6372697353363
1772876884.2612844,1.914,1.717,-0.067,1248.7373404502869
1772876884.3614094,1.914,1.717,-0.069,1248.8374655246735
1772876884.4618886,1.914,1.717,-0.069,1248.93794465065
1772876884.5612824,1.917,1.72,-0.068,1249.0373384952545
1772876884.7616167,1.918,1.721,-0.07,1249.2376728057861
1772876884.861249,1.919,1.722,-0.068,1249.3373050689697
1772876884.9613883,1.919,1.721,-0.069,1249.437444448471
1772876885.061628,1.918,1.721,-0.069,1249.5376842021942
1772876885.1616206,1.917,1.722,-0.067,1249.6376767158508
1772876885.2618597,1.917,1.722,-0.071,1249.7379157543182
1772876885.3611367,1.919,1.723,-0.068,1249.837192773819
1772876885.461148,1.919,1.723,-0.068,1249.9372041225433
1772876885.561332,1.919,1.723,-0.068,1250.037388086319
1772876885.661229,1.919,1.723,-0.067,1250.1372849941254
1772876885.7614357,1.921,1.725,-0.065,1250.2374918460846
1772876885.8612068,1.921,1.725,-0.067,1250.3372628688812
1772876885.9610262,1.921,1.725,-0.066,1250.4370822906494
1772876886.0611682,1.921,1.725,-0.068,1250.5372242927551
1772876886.161302,1.922,1.726,-0.068,1250.6373581886292
1772876886.2617128,1.924,1.728,-0.066,1250.7377688884735
1772876886.3617523,1.924,1.728,-0.067,1250.8378083705902
1772876886.4611998,1.924,1.727,-0.066,1250.937255859375
1772876886.5612996,1.924,1.727,-0.065,1251.0373556613922
1772876886.6617355,1.922,1.726,-0.068,1251.137791633606
1772876886.7611704,1.922,1.726,-0.066,1251.237226486206
1772876886.8612702,1.921,1.727,-0.065,1251.3373262882233
1772876886.96164,1.921,1.728,-0.068,1251.437695980072
1772876887.0622642,1.921,1.728,-0.067,1251.5383203029633
1772876887.1614938,1.921,1.728,-0.067,1251.6375498771667
1772876887.2613885,1.921,1.728,-0.067,1251.737444639206
1772876887.3611457,1.922,1.729,-0.067,1251.837201833725
1772876887.4614525,1.923,1.729,-0.068,1251.9375085830688
1772876887.5612938,1.924,1.731,-0.068,1252.0373499393463
1772876887.6624544,1.925,1.731,-0.068,1252.138510465622
1772876887.7625544,1.925,1.731,-0.069,1252.2386105060577
1772876887.8612518,1.925,1.731,-0.069,1252.3373079299927
1772876887.9613824,1.925,1.731,-0.067,1252.4374384880066
1772876888.0612063,1.925,1.731,-0.068,1252.5372624397278
1772876888.1612556,1.925,1.731,-0.067,1252.6373116970062
1772876888.2612188,1.925,1.731,-0.067,1252.7372748851776
1772876888.3614252,1.925,1.731,-0.067,1252.8374812602997
1772876888.4612436,1.925,1.731,-0.067,1252.9372997283936
1772876888.5611684,1.925,1.731,-0.068,1253.0372245311737
1772876888.6611257,1.925,1.731,-0.068,1253.1371817588806
1772876888.761477,1.925,1.732,-0.067,1253.2375330924988
1772876888.8612535,1.925,1.732,-0.068,1253.3373095989227
1772876888.9614003,1.925,1.732,-0.069,1253.4374563694
1772876889.06149,1.925,1.732,-0.067,1253.537546157837
1772876889.1612024,1.926,1.732,-0.067,1253.637258529663
1772876889.2612715,1.926,1.732,-0.069,1253.7373275756836
1772876889.361241,1.927,1.733,-0.068,1253.8372972011566
1772876889.4610445,1.927,1.733,-0.07,1253.93710064888
1772876889.5614188,1.927,1.733,-0.069,1254.0374748706818
1772876889.661218,1.927,1.733,-0.067,1254.1372740268707
1772876889.7612362,1.927,1.733,-0.07,1254.237292289734
1772876889.8620427,1.927,1.733,-0.069,1254.3380987644196
1772876890.0614533,1.927,1.733,-0.068,1254.5375094413757
1772876890.1613047,1.927,1.733,-0.069,1254.6373608112335
1772876890.2610183,1.927,1.733,-0.067,1254.7370743751526
1772876890.3612566,1.927,1.733,-0.071,1254.8373126983643
1772876890.461448,1.927,1.733,-0.07,1254.9375040531158
1772876890.5622811,1.927,1.733,-0.07,1255.0383372306824
1772876890.6612942,1.927,1.733,-0.073,1255.137350320816
1772876890.7619066,1.927,1.733,-0.069,1255.2379627227783
1772876890.861228,1.928,1.734,-0.071,1255.3372840881348
1772876890.9613578,1.928,1.734,-0.071,1255.437413930893
1772876891.0618873,1.928,1.734,-0.071,1255.5379433631897
1772876891.161561,1.928,1.734,-0.072,1255.637617111206
1772876891.2612402,1.928,1.734,-0.072,1255.7372963428497
1772876891.3611891,1.928,1.734,-0.07,1255.8372452259064
1772876891.4613278,1.928,1.734,-0.071,1255.937383890152
1772876891.5612252,1.928,1.734,-0.07,1256.0372812747955
1772876891.6623425,1.928,1.734,-0.07,1256.1383986473083
1772876891.7612352,1.928,1.734,-0.076,1256.2372913360596
1772876891.8613458,1.928,1.734,-0.074,1256.3374018669128
1772876891.9619923,1.927,1.735,-0.069,1256.438048362732
1772876892.0612798,1.927,1.735,-0.074,1256.5373358726501
1772876892.1612937,1.927,1.735,-0.08,1256.6373498439789
1772876892.261204,1.926,1.737,-0.076,1256.7372601032257
1772876892.3612456,1.925,1.737,-0.071,1256.8373017311096
1772876892.4622283,1.925,1.737,-0.07,1256.9382843971252
1772876892.5616221,1.926,1.739,-0.07,1257.0376782417297
1772876892.6614647,1.928,1.74,-0.071,1257.1375207901
1772876892.8612852,1.928,1.74,-0.073,1257.3373413085938
1772876892.9613395,1.928,1.74,-0.071,1257.4373955726624
1772876893.1616838,1.928,1.74,-0.072,1257.6377398967743
1772876893.261293,1.928,1.74,-0.073,1257.7373490333557
1772876893.3613179,1.928,1.74,-0.072,1257.837373971939
1772876893.4612155,1.928,1.74,-0.073,1257.9372715950012
1772876893.561181,1.928,1.74,-0.07,1258.0372371673584
1772876893.6612496,1.928,1.74,-0.068,1258.1373057365417
1772876893.7611983,1.928,1.74,-0.072,1258.2372543811798
1772876893.8611836,1.928,1.74,-0.071,1258.337239742279
1772876893.9614003,1.928,1.74,-0.072,1258.4374563694
1772876894.0620487,1.928,1.74,-0.071,1258.5381047725677
1772876894.1616144,1.928,1.74,-0.07,1258.6376705169678
1772876894.2613547,1.928,1.74,-0.071,1258.7374107837677
1772876894.361658,1.928,1.74,-0.072,1258.8377141952515
1772876894.4613237,1.928,1.74,-0.071,1258.9373798370361
1772876894.5611784,1.928,1.74,-0.072,1259.037234544754
1772876894.66157,1.928,1.74,-0.071,1259.137626171112
1772876894.7612283,1.928,1.74,-0.07,1259.2372844219208
1772876894.8614483,1.928,1.74,-0.072,1259.3375043869019
1772876894.9612021,1.928,1.74,-0.071,1259.4372582435608
1772876895.0615795,1.928,1.74,-0.071,1259.537635564804
1772876895.1617978,1.928,1.74,-0.072,1259.637853860855
1772876895.2612097,1.928,1.74,-0.071,1259.7372658252716
1772876895.3616302,1.928,1.74,-0.071,1259.8376863002777
1772876895.461144,1.928,1.74,-0.071,1259.9372000694275
1772876895.56222,1.928,1.74,-0.072,1260.0382761955261
1772876895.6616592,1.928,1.74,-0.072,1260.1377153396606
1772876895.8613107,1.927,1.741,-0.068,1260.3373668193817
1772876895.9616969,1.924,1.744,-0.065,1260.4377529621124
1772876896.0616033,1.924,1.744,-0.068,1260.537659406662
1772876896.1611981,1.924,1.744,-0.068,1260.6372542381287
1772876896.2620893,1.924,1.744,-0.067,1260.73814535141
1772876896.3612869,1.924,1.744,-0.068,1260.8373429775238
1772876896.4612627,1.924,1.744,-0.068,1260.9373188018799
1772876896.5618076,1.924,1.744,-0.069,1261.0378637313843
1772876896.6612198,1.924,1.744,-0.068,1261.1372759342194
1772876896.761714,1.924,1.744,-0.07,1261.2377700805664
1772876896.861321,1.924,1.744,-0.071,1261.3373770713806
1772876896.9630504,1.924,1.744,-0.071,1261.439106464386
1772876897.0619295,1.924,1.744,-0.068,1261.5379855632782
