ts,vx,vy,wz,state,t
1772876890.7460647,-0.232,0.002,0.5,NAVIGATE,1243.5187849998474
1772876890.846332,-0.232,0.002,0.5,NAVIGATE,1243.6190524101257
1772876890.9464235,-0.233,0.001,0.5,NAVIGATE,1243.7191438674927
1772876891.0461907,-0.233,0.002,0.5,NAVIGATE,1243.818911075592
1772876891.1462126,-0.233,0.001,0.5,NAVIGATE,1243.918932914734
1772876891.2461782,-0.233,0.001,0.5,NAVIGATE,1244.018898487091
1772876891.3460596,-0.233,0.002,0.5,NAVIGATE,1244.1187798976898
1772876891.445995,-0.233,0.002,0.5,NAVIGATE,1244.218715429306
1772876891.5462139,-0.233,0.002,0.5,NAVIGATE,1244.3189342021942
1772876891.6462028,-0.233,0.002,0.5,NAVIGATE,1244.4189231395721
1772876891.745999,-0.233,0.0,0.5,NAVIGATE,1244.5187194347382
1772876891.846103,-0.233,0.001,0.5,NAVIGATE,1244.6188232898712
1772876891.9461818,-0.232,0.002,0.5,NAVIGATE,1244.7189021110535
1772876892.047344,-0.232,0.001,0.5,NAVIGATE,1244.8200643062592
1772876892.1465113,-0.232,-0.001,0.48,NAVIGATE,1244.9192316532135
1772876892.2461982,-0.232,-0.0,0.46,NAVIGATE,1245.0189185142517
1772876892.3460355,-0.232,0.001,0.48,NAVIGATE,1245.1187558174133
1772876892.4472244,-0.232,0.001,0.5,NAVIGATE,1245.2199447154999
1772876892.5470183,-0.232,0.001,0.5,NAVIGATE,1245.31973862648
1772876892.6462328,-0.233,0.0,0.5,NAVIGATE,1245.418953180313
1772876892.7464697,-0.233,0.0,0.5,NAVIGATE,1245.5191900730133
1772876892.8464315,-0.233,0.0,0.5,NAVIGATE,1245.6191518306732
1772876892.9464545,-0.233,0.0,0.5,NAVIGATE,1245.719174861908
1772876893.0463927,-0.233,0.0,0.5,NAVIGATE,1245.8191130161285
1772876893.1462145,-0.233,0.0,0.5,NAVIGATE,1245.9189348220825
1772876893.2461274,-0.233,-0.0,0.48,NAVIGATE,1246.0188477039337
1772876893.3461912,-0.233,0.0,0.5,NAVIGATE,1246.1189115047455
1772876893.446265,-0.233,-0.0,0.48,NAVIGATE,1246.2189853191376
1772876893.5461662,-0.233,0.0,0.5,NAVIGATE,1246.3188865184784
1772876893.6463008,-0.233,0.001,0.5,NAVIGATE,1246.4190211296082
1772876893.7460105,-0.233,0.0,0.5,NAVIGATE,1246.51873087883
1772876893.846239,-0.233,0.0,0.5,NAVIGATE,1246.6189594268799
1772876893.9462285,-0.233,0.0,0.5,NAVIGATE,1246.718948841095
1772876894.0460458,-0.233,0.0,0.5,NAVIGATE,1246.818766117096
1772876894.1465135,-0.233,0.0,0.5,NAVIGATE,1246.9192337989807
1772876894.2460618,-0.233,0.0,0.5,NAVIGATE,1247.0187821388245
1772876894.3461123,-0.233,-0.0,0.48,NAVIGATE,1247.1188325881958
1772876894.445886,-0.233,0.0,0.5,NAVIGATE,1247.2186062335968
1772876894.5466857,-0.233,0.0,0.5,NAVIGATE,1247.3194060325623
1772876894.6460352,-0.233,0.0,0.5,NAVIGATE,1247.418755531311
1772876894.7461112,-0.233,0.0,0.5,NAVIGATE,1247.5188314914703
1772876894.846633,-0.233,0.0,0.5,NAVIGATE,1247.6193532943726
1772876894.9466918,-0.233,0.0,0.5,NAVIGATE,1247.7194120883942
1772876895.046129,-0.233,0.0,0.5,NAVIGATE,1247.81884932518
1772876895.1462395,-0.233,0.0,0.5,NAVIGATE,1247.9189598560333
1772876895.2460716,-0.233,0.0,0.5,NAVIGATE,1248.0187919139862
1772876895.3461132,-0.233,0.0,0.5,NAVIGATE,1248.1188335418701
1772876895.4460094,-0.233,0.0,0.5,NAVIGATE,1248.2187297344208
1772876895.5466833,-0.233,-0.0,0.48,NAVIGATE,1248.3194036483765
1772876895.6466768,-0.233,-0.0,0.46,NAVIGATE,1248.4193971157074
1772876895.7463503,-0.233,-0.0,0.44,NAVIGATE,1248.5190706253052
1772876895.846065,-0.233,0.001,0.46,NAVIGATE,1248.6187853813171
1772876895.946267,-0.232,0.001,0.48,NAVIGATE,1248.7189872264862
1772876896.0459416,-0.232,0.0,0.5,NAVIGATE,1248.8186619281769
1772876896.1462593,-0.232,0.0,0.5,NAVIGATE,1248.9189796447754
1772876896.2462018,-0.232,0.0,0.5,NAVIGATE,1249.0189220905304
1772876896.346057,-0.232,0.0,0.5,NAVIGATE,1249.1187772750854
1772876896.4466043,-0.232,0.0,0.5,NAVIGATE,1249.2193245887756
1772876896.546356,-0.232,0.0,0.5,NAVIGATE,1249.3190762996674
1772876896.646094,-0.232,0.0,0.5,NAVIGATE,1249.4188144207
1772876896.7459767,-0.232,-0.0,0.48,NAVIGATE,1249.5186970233917
1772876896.8462706,-0.232,-0.001,0.46,NAVIGATE,1249.6189908981323
1772876896.9465196,-0.232,-0.0,0.44,NAVIGATE,1249.71923995018
1772876897.0461388,-0.232,0.0,0.46,NAVIGATE,1249.8188591003418
1772876897.1462297,-0.232,0.001,0.48,NAVIGATE,1249.9189500808716
1772876897.2460077,-0.232,0.0,0.5,NAVIGATE,1250.018728017807
1772876897.3460448,-0.232,0.0,0.5,NAVIGATE,1250.118765115738
1772876897.4462934,-0.232,0.001,0.5,NAVIGATE,1250.2190136909485
1772876897.546504,-0.232,0.0,0.5,NAVIGATE,1250.319224357605
1772876897.6463957,-0.232,0.0,0.5,NAVIGATE,1250.4191160202026
1772876897.7467563,-0.232,0.0,0.5,NAVIGATE,1250.5194766521454
1772876897.8462844,-0.232,0.0,0.5,NAVIGATE,1250.61900472641
1772876897.9461713,-0.232,-0.0,0.48,NAVIGATE,1250.718891620636
1772876898.0467865,-0.232,-0.0,0.46,NAVIGATE,1250.8195068836212
1772876898.1458998,-0.232,-0.0,0.44,NAVIGATE,1250.918620109558
1772876898.2468095,-0.232,0.0,0.46,NAVIGATE,1251.0195298194885
1772876898.3461566,-0.232,0.001,0.48,NAVIGATE,1251.1188769340515
1772876898.4460561,-0.232,0.0,0.5,NAVIGATE,1251.2187764644623
1772876898.5473096,-0.232,0.001,0.5,NAVIGATE,1251.3200299739838
1772876898.6461525,-0.232,0.001,0.5,NAVIGATE,1251.418872833252
1772876898.7463372,-0.232,0.0,0.5,NAVIGATE,1251.5190575122833
1772876898.8459542,-0.232,0.001,0.5,NAVIGATE,1251.6186745166779
1772876898.9461844,-0.232,0.0,0.5,NAVIGATE,1251.7189047336578
1772876899.0460103,-0.232,0.0,0.5,NAVIGATE,1251.8187305927277
1772876899.1468391,-0.232,0.0,0.5,NAVIGATE,1251.9195594787598
1772876899.2465646,-0.232,-0.0,0.48,NAVIGATE,1252.0192849636078
1772876899.34637,-0.232,-0.0,0.46,NAVIGATE,1252.1190903186798
1772876899.4458036,-0.232,0.0,0.48,NAVIGATE,1252.218523979187
1772876899.5468562,-0.232,0.0,0.5,NAVIGATE,1252.3195765018463
1772876899.6461577,-0.232,0.001,0.5,NAVIGATE,1252.4188780784607
1772876899.7465699,-0.232,0.001,0.5,NAVIGATE,1252.5192902088165
1772876899.84675,-0.232,0.0,0.5,NAVIGATE,1252.619470357895
1772876899.9463754,-0.232,0.0,0.5,NAVIGATE,1252.7190957069397
1772876900.046106,-0.232,0.001,0.5,NAVIGATE,1252.8188264369965
1772876900.1461728,-0.232,0.0,0.5,NAVIGATE,1252.9188930988312
1772876900.2460656,-0.232,0.0,0.5,NAVIGATE,1253.0187859535217
1772876900.3460147,-0.232,0.0,0.5,NAVIGATE,1253.118735074997
1772876900.446515,-0.232,-0.0,0.48,NAVIGATE,1253.219235420227
1772876900.5478876,-0.232,-0.0,0.46,NAVIGATE,1253.3206079006195
1772876900.6462176,-0.232,-0.0,0.44,NAVIGATE,1253.418937921524
1772876900.7459152,-0.232,0.001,0.46,NAVIGATE,1253.5186355113983
