ts,can_id,goal,speedmode,t
1772876897.5934188,2,0.028948269293992634,True,1219.6062967777252
1772876897.59527,3,0.022599957965586448,True,1219.6081478595734
1772876897.5968964,4,-5.183650155902859,True,1219.60977435112
1772876897.6914897,1,-5.1895884980424976,True,1219.7043676376343
1772876897.6943824,2,0.027664101046352307,True,1219.7072603702545
1772876897.6965833,3,0.02300992715435335,True,1219.7094612121582
1772876897.6983352,4,-5.184934324150499,True,1219.7112131118774
1772876897.7915242,1,-5.1907144922091675,True,1219.8044021129608
1772876897.793011,2,0.028792620301551164,True,1219.80588889122
1772876897.7946105,3,0.021883932987682986,True,1219.8074884414673
1772876897.7960985,4,-5.1838058048953,True,1219.8089764118195
1772876897.8916674,1,-5.190145720785075,True,1219.9045453071594
1772876897.893317,2,0.02822245017435554,True,1219.9061949253082
1772876897.8950088,3,0.02245270441177505,True,1219.9078867435455
1772876897.8967474,4,-5.184375975022496,True,1219.9096252918243
1772876897.9915152,1,-5.08302543145022,True,1220.0043931007385
1772876897.993233,2,-0.0789010636158709,True,1220.006110906601
1772876897.9956188,3,-0.07886680953536995,True,1220.008496761322
1772876897.9974363,4,-5.083059685530721,True,1220.0103142261505
1772876898.092203,1,-4.9750276026222675,True,1220.1050808429718
1772876898.0946922,2,-0.18555756845313232,True,1220.1075701713562
1772876898.096547,3,-0.18060939610240911,True,1220.109424829483
1772876898.098516,4,-4.97997577497299,True,1220.1113939285278
1772876898.1923265,1,-4.871904068535459,True,1220.205204486847
1772876898.1943154,2,-0.2864259790656676,True,1220.2071933746338
1772876898.196236,3,-0.28469473937020373,True,1220.2091138362885
1772876898.1984465,4,-4.873635308230922,True,1220.2113244533539
1772876898.292129,1,-4.982355562978749,True,1220.305006980896
1772876898.2955086,2,-0.17596401730292355,True,1220.3083865642548
1772876898.2976835,3,-0.18649895243396308,True,1220.3105614185333
1772876898.300145,4,-4.971820627847709,True,1220.313022851944
1772876898.3922,1,-5.0878029022562,True,1220.4050779342651
1772876898.3941808,2,-0.07051119763841207,True,1220.4070587158203
1772876898.39621,3,-0.08345430406409671,True,1220.409087896347
1772876898.3981411,4,-5.074859795830515,True,1220.4110190868378
1772876898.4919891,1,-5.189619031074718,True,1220.5048670768738
1772876898.494043,2,0.029090435626920375,True,1220.5069210529327
1772876898.496843,3,0.022979394122132568,True,1220.5097210407257
1772876898.4987254,4,-5.1835079895699305,True,1220.5116033554077
1772876898.5919342,1,-5.192752375621093,True,1220.6048121452332
1772876898.5936635,2,0.032235033110783906,True,1220.6065413951874
1772876898.5956666,3,0.019846049575757974,True,1220.608544588089
1772876898.5972872,4,-5.1803633920860666,True,1220.6101651191711
1772876898.6916964,1,-5.1931293809902375,True,1220.7045743465424
1772876898.6938965,2,0.03261390850055612,True,1220.7067744731903
1772876898.6961267,3,0.01946904420661344,True,1220.7090046405792
1772876898.6981366,4,-5.179984516696295,True,1220.711014509201
1772876898.7920053,1,-5.188512736611427,True,1220.8048832416534
1772876898.7938983,2,0.027981993745070266,True,1220.8067762851715
1772876898.7960544,3,0.02408568858542326,True,1220.8089323043823
1772876898.7982528,4,-5.184616431451781,True,1220.8111307621002
1772876898.8917627,1,-5.192770884452657,True,1220.904640674591
1772876898.8935487,2,0.032253631159175455,True,1220.9064266681671
1772876898.8951385,3,0.019827540744193684,True,1220.9080164432526
1772876898.8967688,4,-5.1803447940376754,True,1220.9096467494965
1772876898.991796,1,-5.189401399323949,True,1221.0046739578247
1772876898.9934587,2,0.028731996683390992,True,1221.0063366889954
1772876898.9954622,3,0.023197025872901733,True,1221.0083401203156
1772876898.9970453,4,-5.1838664285134595,True,1221.0099232196808
1772876899.09171,1,-5.190499481063421,True,1221.1045880317688
1772876899.0933661,2,0.029832905407196186,True,1221.1062440872192
1772876899.0952203,3,0.022098944133430276,True,1221.108098268509
1772876899.0968733,4,-5.182765519789655,True,1221.1097512245178
1772876899.191623,1,-5.188046681547114,True,1221.20450091362
1772876899.1933548,2,0.027375083004224976,True,1221.2062327861786
1772876899.195141,3,0.024551743649736668,True,1221.2080190181732
1772876899.1967363,4,-5.185223342192626,True,1221.209614276886
1772876899.2916527,1,-5.081210785951432,True,1221.304530620575
1772876899.2933974,2,-0.07921135650644118,True,1221.3062753677368
1772876899.2951195,3,-0.07710661692539578,True,1221.3079974651337
1772876899.2967794,4,-5.083315525532478,True,1221.3096573352814
1772876899.3920388,1,-4.9749721412670365,True,1221.4049167633057
1772876899.393746,2,-0.18544693329559614,True,1221.406623840332
