waypoint,x,y,closest_distance_m,closest_time_s,odom_x_at_closest,odom_y_at_closest
WP0 v2,0.0,0.0,1.6203336076252939,0.0,1.259,1.02
WP0 v3,0.46341700404858305,1.6610416666666672,0.7838123053046414,21.60030436515808,1.247,1.68
WP1 v3,0.8950931174089068,2.097472222222222,0.5436014590943868,21.200003623962402,1.248,1.684
WP0 v3,0.7681295546558704,1.8238888888888893,0.49916588669141937,21.399890661239624,1.247,1.683
WP1 v3,1.139497975708502,1.9802222222222223,0.2984394574753427,31.40123414993286,1.422,1.884
